SMILES,Flavor_Description,Classification
CCCCC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,spicy,1.0
CC/C=C\CCOC(=O)/C=C/C,green; vegetable,0.0
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O,sweet,1.0
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,sweet,1.0
C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Na],sweet,1.0
COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CC2=CC=CC=C2,sweet,1.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7C([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)[O-].[NH4+],sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7C([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,sweet,1.0
CCCC[NH+](CCCC)CCCC.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)[O-])O)O)N,sweet,1.0
C[C@@]12CCC[C@@](C1CC[C@]34C2CC([C@@H](C3)C(=C)C4)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O)O)O,sweet,1.0
[Li+].[Li+].C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CCC(C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6C(C(C(C(O6)C(=O)[O-])O)O)OC7C(C(C(C(O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-].[K+],sweet,1.0
C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CCC(C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
CC(=O)OC1C(C(OC(C1OC2C(C(C(C(O2)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)OC3CC[C@]4(C(C3(C)C)CC[C@@]5(C4C(=O)C=C6[C@]5(CC[C@@]7(C6C[C@@](CC7)(C)C(=O)OC)C)C)C)C)C(=O)OC)OC(=O)C,sweet,1.0
CC[NH+](CC)CC.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)[O-])O)O)N,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC(CO)[C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O,sweet,1.0
CC1=C(C(=O)C2=C(O1)C=C(C=C2)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC5=C(C=C4)OCCO5,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@H]([C@@H](O3)COP(=O)(O)O)O)O)N,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C(C=C2)C(=O)CC3=CC4=C(C=C3)OCCO4)O)OC(=O)C)OC(=O)C)OC(=O)C,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@H]([C@@H]([C@H]([C@@H](O6)C(=O)O)O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)[O-].[NH4+],sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@H]([C@@H]([C@H]([C@@H](O6)C(=O)O)O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,sweet,1.0
C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@]([C@H]2O)(CO)O)CO)O)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O,sweet,1.0
C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H](C(O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,sweet,1.0
C[C@@H]1C([C@@H]([C@@H](C(O1)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2O[C@]34CCC5[C@@]6(CCC[C@@](C6CC[C@@]5(C3)CC4=C)(C)C(=O)OC7[C@@H]([C@@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O[C@@H]8[C@H]([C@@H]([C@H]([C@@H](O8)CO)O)O)O)O)O)O,sweet,1.0
C[C@@]12CCC[C@@](C1CC[C@]34C2CC[C@](C3)(C(=C)C4)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)OC7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O[C@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@H]6[C@@H](O[C@H]([C@@H]([C@@H]6O)O)O)C)CO)O)O)O)O)O,sweet,1.0
CCCCCCC(C)NC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,1.0
COC(=O)C(CC1=CC=CC=C1)NC(=O)CCC(=O)NCCC2=CCCCC2,sweet,1.0
COC(=O)C(CC1=CC=CC=C1)NC(=O)CCC(=O)NCC=C,sweet,1.0
CC(C)(C)NC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,1.0
CCCNC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,1.0
CCCCNC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,1.0
CC(CCC1=CC=CC=C1)NC(=O)CCC(=O)NC(CC2=CC=CC=C2)C(=O)OC,sweet,1.0
CC(C)CCNC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet,1.0
[Li].C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)(O)[O-])O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O)O)N,sweet,1.0
C[C@]12CC[C@@H]([C@](C1CC[C@@]3(C2CC=C4[C@]3(CC(=O)C5C4CC(CC5)(C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O)O,sweet,1.0
COC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC)O)OC(=O)C)OC(=O)C,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC)O)OC(=O)C)O,sweet,1.0
CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)OC)O)OC(=O)C)O,sweet,1.0
C[C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,1.0
CCO[P@]1(=O)OC[C@H]2[C@H](O1)[C@H]([C@H](O2)N3C=NC4=C(N=CN=C43)N)O,sweet,1.0
CC(=O)[C@H]([C@H]([C@@H](CO)O)O)O,sweet,1.0
CCCCCCCCCCCCCC[C@H]([C@@H]([C@H](CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O,sweet,1.0
CCCC[Sn](CCCC)(CCCC)OCC1C(C(C(C(O1)O[Sn](CCCC)(CCCC)CCCC)O)O)O[Sn](CCCC)(CCCC)CCCC,sweet,1.0
CCCC[Sn]1(OC2C(C(OC(C2O1)O)CO)O)CCCC,sweet,1.0
C(C(C1C(O[Sb]O1)C(CO)O)O)O,sweet,1.0
CC[Sn]1(OC2C(C(OC(C2O1)O)CO)O)CC,sweet,1.0
C(C1C(O[Sb]O1)C(C(C=O)O)O)O.O.O.O,sweet,1.0
C(C1C(O[Sb]O1)C(C(C=O)O)O)O,sweet,1.0
C(C1C(O[Sb]O1)C(C(CO)O)O)O,sweet,1.0
C[Sn]1(OC2C(C(OC(C2O1)O)CO)O)C,sweet,1.0
C1C(O[Sb]O1)C(C(C(CO)O)O)O.O,sweet,1.0
C1C(O[Sb]O1)C(C(C(CO)O)O)O,sweet,1.0
CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)O[Al](OC(C)C)OC(=O)C1(CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CC(CC5(C)C)OC6C(C(C(C(O6)C(=O)[O-])OC7C(C(C(C(O7)C(=O)[O-])O)O)O)O)O)C)C)C2C1)C)C)C.[Al+3].[Al+3],sweet,1.0
CC(C)O[Al](OC(C)C)OC(=O)C1(CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CC(CC5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)O)O)C)C)C2C1)C)C)C,sweet,1.0
C[Sn](C)(C)N1C(=O)C2=CC=CC=C2S1(=O)=O,sweet,1.0
C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)[Hg],sweet,1.0
CCCC[Sn]1(O[C@@H]2[C@@H]([C@H]([C@@H](O[C@@H]2O1)C)O)O)CCCC,sweet,1.0
CCCC[Sn]1(OC[C@@H]2[C@H](O1)[C@@H]([C@H]([C@@H](O2)OC)O)O)CCCC,sweet,1.0
CCCC[Sn]1(O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O1)O)OC)CO)CCCC,sweet,1.0
C1C([C@@H]2[C@H]([C@H]([C@H](O1)O2)O)O)O,sweet,1.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,sweet,1.0
C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,sweet,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=S)(O1)O.N,sweet,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=S)(O1)[O-].[Na+],sweet,1.0
CC1(O[C@H]([C@@H](O1)C(OC)OC)[C@H]([C@@H](CO)O)Cl)C,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)Cl)O)Cl)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)O)O,sweet,1.0
CCCCCCCCO[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)O,sweet,1.0
CCCCCCCCO[C@@H]1C[C@@H]([C@H]([C@@H](O1)C)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)OCP(=O)(O)O)O)N,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(C[C@@H]([C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)O)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC(=O)[C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC(=O)[C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)CO)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](CO[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC(=O)[C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC(=O)[C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C([C@@H]([C@H](C([C@@H]([C@H](CO)O)O)O)O)O)O,sweet,1.0
COCCC1OC[C@@H]2[C@@H](O1)[C@@H]([C@H](CO2)O)O,sweet,1.0
C[C@H]1CC[C@]2(O1)[C@H]([C@@H](C[C@H](O2)CCO)O)O,sweet,1.0
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O.[Fe+3],sweet,1.0
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O,sweet,1.0
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CCC5[C@@]6(CCC[C@@](C6CC[C@]5(C3)CC4=C)(C)C(=O)OC7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O)O)O)O,sweet,1.0
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
CP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,1.0
COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O,sweet,1.0
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5=O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8=O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)Cl,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CO)O)O)O,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CCl)O)O)O,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CO)O)O)Cl,sweet,1.0
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@](O2)(CCl)O)O)Cl)CCl)O)Cl)O)O,sweet,1.0
C#CCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,sweet,1.0
C(C1C(C(C([C@H](O1)OC2C(O[C@](C2O)(CO)O)CO)O)O)O)O,sweet,1.0
C(C(C(C([C@@H](C(=O)O)O)O)O)O)O,sweet,1.0
CC1C(C(C([C@@H](O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,sweet,1.0
CC1C(C([C@H](C(O1)OCC2C(C(C([C@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@@H]4C(C(C(C(O4)CO)O)O)O,sweet,1.0
C(C1C(C(C([C@@H](O1)OC2C(C(O[C@@]2(CO)O[C@H]3C(C(C(C(O3)CO)O)O)O)CO)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@H](C(C(C(O1)O)O)O)O[C@@H]2C(C(C(C(O2)CO)O)O)O)O,sweet,1.0
CC1C(C([C@@H](C(O1)OCC2C(C(C([C@@H](O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O,sweet,1.0
C(C1C(C(C([C@H](O1)O[C@H]([C@@H](CO)O)C(C(CO)O)O)O)O)O)O,sweet,1.0
C[C@]12CCC3C(=CC(=O)C4[C@@]3(CCC5[C@]4(CCC(C5(C)C)O[C@@H]6C(C([C@@H](C(O6)C(=O)O)O[C@@H]7C(C(C([C@@H](O7)C(=O)O)O)O)O)O)O)C)C)[C@@H]1C[C@@](CC2)(C)C(=O)O,sweet,1.0
C1C2C(C([C@H](C(O1)O2)O)O)O,sweet,1.0
CC1C(C([C@@H](C(O1)OCC2C(C(C([C@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
CC1C(C(C([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,1.0
CO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)[O-])O)O)N,sweet,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=S)(O1)[O-],sweet,1.0
CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,sweet,1.0
C1[C@H]2[C@@H]([C@@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,sweet,1.0
C1[C@H]2[C@@H]([C@@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-].[Na+],sweet,1.0
C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2[C@H]([C@@H]([C@@H]([C@@H](O2)COC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,1.0
C([C@H]([C@H](C([C@@H](CO)O)O)O)O)O,sweet,1.0
C1C2C([C@@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-].[Na+],sweet,1.0
CC[N+](CC)(CC)S[P@]1(=O)OCC2C(O1)[C@@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O,sweet,1.0
C1C2C([C@@H](C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)[S-].[Na+],sweet,1.0
C1C2C([C@@H](C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=S)(O1)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)COP(=O)(O)O)O)O)N,sweet,1.0
[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N,sweet,1.0
[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=S)([O-])[O-])O)O)N,sweet,1.0
[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=S)([O-])[O-])O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=S)(O)O)O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O)O)N.O.O.O.[Na].[Na],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,1.0
[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=S)([O-])[O-])O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=S)(O)O)O)O)N,sweet,1.0
