SMILES,Odor,All_Matched_Categories,Major_Category
C1=CC=C(C=C1)CC(C(=O)N)NC(=O)C(CC(=O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C(C(C(C(CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@@H]([C@H]([C@@H](C(O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C([C@H]([C@@H](C(O1)(CO)O)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CNC1=NC2=C(N=CN=C2N1C3C(C4C(O3)COP(=O)(O4)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COCCCNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H]2[C@@H](N2)C(=O)O.[Na],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COCCCNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H]2[C@@H](N2)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC.Cl,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[K+],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O[C@@H](CO)[C@@H]([C@H]([C@H](CO)O)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H](O[C@H]([C@@H]([C@@H]1O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CCC([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C1CC(C[C@H]2O)(C)C)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1=C(C(=O)CC(O1)O[C@@H]2CC(C[C@@H]3[C@]2(CC[C@@]4(C3=CC[C@H]5[C@]4(CC[C@@H]6[C@@]5(CC[C@@H]([C@]6(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)C)(C)C)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)[18F])O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1CCC(CC1)NS(=O)(=O)[O-].[NH4+],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)NC(=O)CCC=C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCOC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CC(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H]([C@@H](OC([C@H]2O)O)C)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@H]([C@@H](O[C@@H]1OC[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC[C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@@H]([C@H]([C@@H](C(O1)O[C@@H](CO)[C@@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@H](CO)O)[C@H]([C@@H](CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC([C@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H](C(O1)OC(=O)C)O)OC(=O)C)OC(=O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)F)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC.OS(=O)(=O)[O-],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@@H]([C@H]([C@@H](C(=O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1C([C@@H]([C@H]([C@@H](O1)OC2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(CCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)CCCCCO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCCCCCCCCCCCCCOC[C@@]1([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OCCO)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCO)OCCO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.[Na+].[Na+],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@H]1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.[K+].[K+],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@@H](COC1O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)[18F],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([13C@H](O1)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CCNC(=O)CN,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H](C(=O)N)NC(=O)[C@H](CC(=O)O)NC1C(SC1(C)C)(C)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([14C@@H]1[14C@H]([14C@@H]([14C](O1)([14CH2]O)O[14C@@H]2[14C@@H]([14C@H]([14C@@H]([14C@H](O2)[14CH2]O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=C(C=C(C(=C1O)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3C(C(=O)C4=C(C=C(C=C4O3)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC(C(CO)O)C(C(CO)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Mg+2],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]([C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)CNC(=O)[C@H](C)N)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC3(CCC(CC3C1=CCC4C2(CCC5C4(CCC(C5(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)O)C)C)(C)C)C(=O)OC8[C@H]([C@@H]([C@H]([C@@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1COC2C(C(C1O2)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1C[C@H]([C@@H]([C@H](O1)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@@H]1[C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)[18F])O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]([C@H]([C@@H]([C@@H]([14CH2]O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)CCCC(=O)NC(CC(=O)O)C(=O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)OC)NC(=O)CC1=CC=CC=C1,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)NCC(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C([C@H]([C@@H]([C@@](O1)(CO)O)O)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)OC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CN,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3I)N)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)CCN(CCC(C)(C)C)[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCN(CCCC)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3(COCC(C(C(C(CO1)O)O)O)O)[C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC3[C@H](OC([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)ON)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl)N.[Na].[Na].[Na].[Na],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)CO)O)O)O)OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(C[C@H]5O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6C[C@H]([C@@H]([C@H](O6)CO)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C(CC(OC1CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCO[C@H]1[C@@H]([C@H]([C@H](O1)C(CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@@H]2C(C(CO2)OC1O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)Cl)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O.O=[Zn],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCN(CCC)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
